problem_id,title,difficulty,acceptance_percent,leetcode_url,primary_family,subfamily,canonical_reduction,primary_primitives,proof_style,approach_kind,series_or_ladder,practice_priority,notes_traps,classification_confidence
1989,Maximum Number of People That Can Be Caught in Tag,Medium,49.4,https://leetcode.com/problems/maximum-number-of-people-that-can-be-caught-in-tag/,Pairing / matching / delta sorting,"Pair extremes, smallest sufficient match, or opportunity-cost sorting","Sort both sides; match smallest sufficient resource, pair extremes, or choose top deltas.",two pointers; pair extremes; smallest sufficient resource; delta sorting,exchange argument,pure greedy + sorting/two pointers,Pairing / matching,Medium,Review exact statement; this row is inferred from title.,heuristic
1996,The Number of Weak Characters in the Game,Medium,44.6,https://leetcode.com/problems/the-number-of-weak-characters-in-the-game/,Frequency / counting / string construction,"Counts, buckets, cooldown, or repeat limits",Use counts to construct a feasible/maximal object while preserving future availability.,frequency map; bucket ordering; cooldown; repeat-limit breaker; remaining demand,exchange / feasibility preservation,greedy + counting/heap,Frequency/String,Medium,Review exact statement; this row is inferred from title.,heuristic
2007,Find Original Array From Doubled Array,Medium,40.8,https://leetcode.com/problems/find-original-array-from-doubled-array/,Pairing / matching / delta sorting,"Pair extremes, smallest sufficient match, or opportunity-cost sorting","Sort both sides; match smallest sufficient resource, pair extremes, or choose top deltas.",two pointers; pair extremes; smallest sufficient resource; delta sorting,exchange argument,pure greedy + sorting/two pointers,Pairing / matching,Medium,Review exact statement; this row is inferred from title.,heuristic
2027,Minimum Moves to Convert String,Easy,57.9,https://leetcode.com/problems/minimum-moves-to-convert-string/,Frequency / counting / string construction,"Counts, buckets, cooldown, or repeat limits",Use counts to construct a feasible/maximal object while preserving future availability.,frequency map; bucket ordering; cooldown; repeat-limit breaker; remaining demand,exchange / feasibility preservation,greedy + counting/heap,Frequency/String,Low,Review exact statement; this row is inferred from title.,heuristic
2029,Stone Game IX,Medium,30.2,https://leetcode.com/problems/stone-game-ix/,Game theory / residue counts,Stone Game IX,"Outcome depends on counts mod 3 and turn parity, not local stone greed.",mod counts; parity invariant; optimal play cases,game invariant / case analysis,game theory + greedy counts,Stone Game,High,Do not simulate greedy stone choices.,manual-high
2030,Smallest K-Length Subsequence With Occurrences of a Letter,Hard,39.8,https://leetcode.com/problems/smallest-k-length-subsequence-with-occurrences-of-a-letter/,Lexicographic / monotonic construction,"Smallest/largest string, number, or subsequence","Use monotonic stack, comparator sorting, or constructive scan to preserve feasibility while improving lexicographic order.",monotonic stack; remaining counts; used set; comparator sorting; deletion budget,exchange + feasibility preservation,greedy + monotonic stack / sorting,Lexicographic Greedy,High,Review exact statement; this row is inferred from title.,heuristic
2037,Minimum Number of Moves to Seat Everyone,Easy,87.2,https://leetcode.com/problems/minimum-number-of-moves-to-seat-everyone/,Pairing / matching / delta sorting,"Pair extremes, smallest sufficient match, or opportunity-cost sorting","Sort both sides; match smallest sufficient resource, pair extremes, or choose top deltas.",two pointers; pair extremes; smallest sufficient resource; delta sorting,exchange argument,pure greedy + sorting/two pointers,Pairing / matching,Low,Review exact statement; this row is inferred from title.,heuristic
2038,Remove Colored Pieces if Both Neighbors are the Same Color,Medium,63.1,https://leetcode.com/problems/remove-colored-pieces-if-both-neighbors-are-the-same-color/,Sorting / choice greedy,General greedy ordering,Sort or scan candidates and apply a locally safe choice/dominance rule.,sorted candidate stream; local safe choice; dominance skip,exchange / dominance,pure greedy or sorting greedy,,Medium,Review exact statement; this row is inferred from title.,heuristic
2064,Minimized Maximum of Products Distributed to Any Store,Medium,63.1,https://leetcode.com/problems/minimized-maximum-of-products-distributed-to-any-store/,Binary search + greedy feasibility,Monotone answer with greedy check,Binary search the answer; greedily verify feasibility under candidate value.,feasibility predicate; monotone answer; sorted greedy check; prefix/range update,feasibility monotonicity,binary search + greedy,Binary search on answer,Medium,Review exact statement; this row is inferred from title.,heuristic
2071,Maximum Number of Tasks You Can Assign,Hard,50.1,https://leetcode.com/problems/maximum-number-of-tasks-you-can-assign/,Binary search + greedy matching,Maximum Number of Tasks You Can Assign,Binary search number of tasks; greedily match hardest selected tasks using workers and pills.,feasibility check; sorted matching; deque/multiset,feasibility monotonicity,binary search + greedy,Matching / binary search,High,Optimization is BS; greedy check is the hard part.,manual-high
2078,Two Furthest Houses With Different Colors,Easy,71.8,https://leetcode.com/problems/two-furthest-houses-with-different-colors/,Sorting / choice greedy,General greedy ordering,Sort or scan candidates and apply a locally safe choice/dominance rule.,sorted candidate stream; local safe choice; dominance skip,exchange / dominance,pure greedy or sorting greedy,,Low,Review exact statement; this row is inferred from title.,heuristic
2086,Minimum Number of Food Buckets to Feed the Hamsters,Medium,48.3,https://leetcode.com/problems/minimum-number-of-food-buckets-to-feed-the-hamsters/,Sorting / choice greedy,General greedy ordering,Sort or scan candidates and apply a locally safe choice/dominance rule.,sorted candidate stream; local safe choice; dominance skip,exchange / dominance,pure greedy or sorting greedy,,Medium,Review exact statement; this row is inferred from title.,heuristic
2087,Minimum Cost Homecoming of a Robot in a Grid,Medium,51.8,https://leetcode.com/problems/minimum-cost-homecoming-of-a-robot-in-a-grid/,Constructive matrix/tree/graph greedy,Structural construction or assignment,Use local degree/row/column/path constraints to construct or maximize under structural invariants.,degree sorting; row/column residuals; local repair; structural invariant,exchange / invariant construction,constructive greedy / hybrid,Constructive structures,Medium,Review exact statement; this row is inferred from title.,heuristic
2091,Removing Minimum and Maximum From Array,Medium,56.4,https://leetcode.com/problems/removing-minimum-and-maximum-from-array/,Numeric / bitwise greedy,"Digit, bit, residue, or marginal numeric optimization",Use residue/bit contribution or marginal gains to maximize/minimize numeric objective.,bit contribution; residue counts; marginal gain; digit replacement,exchange / contribution dominance / invariant,numeric greedy / bit greedy / hybrid,Numeric / bitwise,Medium,Review exact statement; this row is inferred from title.,heuristic
2098,Subsequence of Size K With the Largest Even Sum,Medium,35.6,https://leetcode.com/problems/subsequence-of-size-k-with-the-largest-even-sum/,Numeric / bitwise greedy,"Digit, bit, residue, or marginal numeric optimization",Use residue/bit contribution or marginal gains to maximize/minimize numeric objective.,bit contribution; residue counts; marginal gain; digit replacement,exchange / contribution dominance / invariant,numeric greedy / bit greedy / hybrid,Numeric / bitwise,Medium,Review exact statement; this row is inferred from title.,heuristic
2116,Check if a Parentheses String Can Be Valid,Medium,45.1,https://leetcode.com/problems/check-if-a-parentheses-string-can-be-valid/,Parentheses / balance greedy,Balance repair or wildcard feasibility,Track open balance or feasible open range and repair deficits locally.,running balance; min/max open range; insertion/deletion repair,balance invariant / feasibility interval,pure greedy,Parentheses,Medium,Review exact statement; this row is inferred from title.,heuristic
2126,Destroying Asteroids,Medium,53.5,https://leetcode.com/problems/destroying-asteroids/,Sorting / choice greedy,General greedy ordering,Sort or scan candidates and apply a locally safe choice/dominance rule.,sorted candidate stream; local safe choice; dominance skip,exchange / dominance,pure greedy or sorting greedy,,Medium,Review exact statement; this row is inferred from title.,heuristic
2131,Longest Palindrome by Concatenating Two Letter Words,Medium,53.5,https://leetcode.com/problems/longest-palindrome-by-concatenating-two-letter-words/,Palindrome construction / counting,"Use counts, center choice, or two-pointer repair",Use frequency parity or symmetric two-pointer operations to maximize/minimize palindrome construction.,frequency counts; parity invariant; pair from extremes; center choice,parity invariant / exchange,counting greedy or two-pointer greedy,Palindrome,Medium,Review exact statement; this row is inferred from title.,heuristic
2132,Stamping the Grid,Hard,35.3,https://leetcode.com/problems/stamping-the-grid/,Constructive matrix/tree/graph greedy,Structural construction or assignment,Use local degree/row/column/path constraints to construct or maximize under structural invariants.,degree sorting; row/column residuals; local repair; structural invariant,exchange / invariant construction,constructive greedy / hybrid,Constructive structures,High,Review exact statement; this row is inferred from title.,heuristic
2136,Earliest Possible Day of Full Bloom,Hard,71.2,https://leetcode.com/problems/earliest-possible-day-of-full-bloom/,Ordering by tail time,Earliest Possible Day of Full Bloom,Plant longer grow-time seeds earlier.,sort by descending growTime; prefix plant time,exchange argument,pure greedy,Scheduling,High,Plant time accumulates; grow time is tail latency.,manual-high
